uniqueId,clean_text,rep_score
futriaiklimachida,kenapa demo harus agustus sih? kan bikin sedih,0.173
aycianjur97,tapi kenapa yang demo pada laki-laki perempuan kok enggak ada lihat aku ya,0.205
sari.handayani78,pagi2 bk tiktok berita abang ojol kelindes..menangis mulu gue,0.206
brayen_sk,intel itu cewek,0.297
naa583202,"yang pada komen suruh demo di objek vital coba pikir ,yang rugi ya tetap masyarakat ini musushnya deh pe er yang ada demo saja wfh apalagi malah yang didemo tempat lain makin gakpeduli , kocak saja kalean",0.109
luckyantonn,demo itu kalo ada yang kesusahan satu harusnya di dekati di bantu. bukan begini menjauh,0.121
cewektimur27,ya memang kenapa ngambil doang belum dibawa pulang,0.114
kanzaaa_0913,"up guys, kita butuh keadilan bukan cuma meminta maaf",0.145
afshshjsk,gua menangis banget lihat ojolnya,0.326
the_patekss,demo bakal terus berlanjut untuk keadilan ojol #saveojol,0.157
adijepang2,allah mndukung pendemo biyar adem enggak pnas,0.148
rizzx727,itu di beli pakai duit rakyat jadi wajar enggak sih???,0.176
nevercyyy88,ojol yang terlindas bagaimana wahai polisi terhormat,0.167
ndoandooo,tinggal bilang gua ambilah barang dari duit rakyat yang buat nutupinya halangi kita demo,0.141
cupiii23,"kalian hanya melihat sisi jeleknya polisi , padahal sisi baiknya juga enggak ada",0.406
yudi79_1,"pakai pakaian kayak begitu,sudah ngrasa kayak ultramen",0.177
ershaddzahabi,ambil woy alatnya,0.250
makanterusgakenyang2,mengikuti intrusive thoughts,0.228
justwhywonder,kalo cewek pada baik semua,0.162
secretlifeofliliy,"sbnrnya dia lagi bantuin ngeloby, biar di bolehin masuk",0.144
agusramaijayajogja,yang demo rakyat karena dpr yang maju polisi.dpr nya bagaimana kabar,0.124
snackada,kalo cowok yang bawa beda cerita itu,0.233
ariz8621,beda cerita itu kalo yang ngambil cowok,0.233
sutarno._,iibuk itu yang nyuci jemur baju..di waktu demo kan,0.139
nothingheree201,medan ikut demo,0.265
awwraa4,core demo,0.404
babynya25,demo core sih ini,0.325
roblox.8_5,"memang berapa sih ""harga tameng polisi? """,0.184
zs_zuuraaa,nah begini kan enggak anarkis enak lihatnya... jangan konflik fisik plis kedua pihak enggak satu doang,0.145
neighcore,tau dia itu harga tamengnya mahal jadi diambil lumayan cair,0.143
baby_aleee,lah mereka begosip,0.177
tiktok.usernamejepanese0,buat ganti pintu wc,0.151
syukasukaisty,"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, itu bisa merusak ekonomi karena banyak masyarakat masih terbantu di fasilitas itu mohon jangan di buat rusuh",0.410
dianputri2111,wahai polisi gen saja. mari rebahan saja yuk. biarkan saja yang mau masuk gedung dpr. ngrepotin kan mereka? sudah gapapa. kalian beli kopi saja,0.152
62indonesia_,contoh yang bagus,0.256
fsalllonk,"kalo enggak anarkisme enggak akan ada huru hara, mereka hanya menjalankan tugas, mereka juga ada dipihak kita sebagai masyarakat biasa.",0.139
reno.alfajri0,igetya gaes dpr bisa dibubarkan oleh rakyat bukan harus ganti presiden,0.115
cipcipta2818,tadi ada yang bawa ular sekarang ambil tameng polisi,0.197
.asiajp85,gua yang habis wd 14jt bilek,0.403
dayangfarizaaa,"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",0.417
oaaa__aaao,kok malah diajak ngrumpi vibes nya,0.221
jhonspusat,cuma ngambil 1 tameng tidak membuat rugi negara,0.173
ceg1illl,cita cita gue jadi polisi tapi sekarang gue malas gapai cita cita gue yang itu soal nya takut jadi babu dpr,0.300
auditayaa,di ajak gibah enggak sih itu,0.229
nurul_akbr,"apakah harus emak², perawan, janda, lc yang turun tangan?",0.167
galih_fanda,aura halo dek nya kentel banget.,0.318
vallhalla03,"tentara beli alat buat lawan musuh, polisi beli senjata buat lawan rakyatnya sendiri",0.189
cheyoowlll,sumpa ngelag,0.081
dbgsp,lah tameng kan yang bayar juga dari duit rakyat,0.140
frommituyu,kakak ini terinspirasi dari prank centong itu,0.196
mahklukbumi019,di fb ada yang jual jirlah,0.216
syrnda_,"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana",0.417
kancil.mu,deh taukan kelemahanya,0.402
yzdwsfebqvx,nih cewek pasti orang medan,0.212
f4hm1prst,tiktok enggak bisa live woy,0.293
afah.y,medan nih bos,0.269
silvimaulidaa08,"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!!",0.417
taurus_darting,"live tiktok diblokir, terkait demo",0.234
girl.next2u,lihat itu cewek enggak pakai atribut apa-apa,0.191
mamanyareynand,sekarang adalah periode terakhir bagi dpr menjadi wakil rakyat. pemilu berikutnya kita harus sepakat untuk tidak memilih caleg dari partai manapun.,0.132
mooyaaigo,apaan anjing pegang-pegang,0.341
reno.alfajri0,ini pada enggak paham semua kalo dpr enggak bisa dibubarkan oleh presiden bisa bisa presiden yang lengser ingat kasus gusdur mau bubarkan dpr lewat dekrit presidennya malah gusdur yang di lengser oleh dpr dan mpr jadi harus pada paham ini dulu bukan tidak mau bertindak presiden terhadap dpr harus rakyat lewat konstitusi melalui pemilu ulang dpr,0.122
krisdiantiweni2002,apalagi ditempatku sudah 3 hari ujan enggak berenti,0.119
saralianasari985,itu polisi yang 1 tgnnya ramah ya,0.174
_i4you,"guys, tadi gue lihat salah satu komen yang sangat masuk akal. dimana kita jangan lagi demo di depan gedung dpr mpr, melainkan demo di bandara internasional, atau pusat2 ekonomi internasional. yang mana jika ada demo di tempat tersebut, logistik dan perjalanan internasional otomatis akan terganggu, alhasil banyak pihak luar yang mendorong untuk pemerintah kita bekerja cepat untuk mendamaikan demo dan menyetujui perihal2 yang di bawa di demo tersebut. mungkin ini menjadi inovasi baru untuk memaksa pemerintah segera lakukan apa yang masyarakat tuntut",0.417
ikaannnsalmon,seru lagi sudah kayak bapak sama anak,0.135
hrman125,di looting jir,0.280
nangkoy28,tapi tetap gua bela kakak nya,0.124
pholstore_,"kak. boleh enggak nitip sesuatu, nanti pas demo tolong infokan kalo kena gais air mata cuci muka pakai air yang dicampur garem non yodium atau susu atau air mengalir. jangan pakai odol nanti tambah iritasi mata mereka. sama kalo keisep pakai kain basah tutup mulutnya. soalnya lihat teman teman yang demo pada sesek. yang perempuan mau bantu share info ini biar pada save. semangat yang demo.",0.410
rullllll1235,gue menangis lihat bpk ojol yang ke lindes,0.145
scrpii00,buat apa,0.219
banchoc,itu lagi mengapai sih kepo deh,0.289
momoy.mu,"gais gue capek bilang ini, demo kita sekarang sudah melenceng, enggak lagi kondusif, banyak yang terprovokatif, kasihan yag tulus turun demo tapi malah disalahin akibat pengrusakan fasilitas dl. kalian tau, sampai ada korban jiwa yang bahkan enggak salah di maksar itu ada 3 orang meninggal karena gedungnya dibakar. tolong lihat pe jelasan di akun kal salsa erwina, kakaknya nyuruh kita stop dulu, pulang dulu, hentikan dulu demo. kita fokus ke tuntutan 7 hari kedepan. tolong bantu up gais, dari tadi gue komen begini malah disembunyiin dan enggak ada notif like 1 pun padahal sudah banyak akun gue sambangin. gue bukan buzzer, gue pun rakyat yang butuh pertanggungjawaban dpr.",0.415
gensformation_,yang belum lihat kronologi ojol nya secara jelas cek vt terbaruku guys,0.247
itsraniiiyalll,kak? itu masi banyak loh kok ambil satu doang??,0.135
tiatiijonn,medan keras bosh tameng pun diambil,0.174
xx_laaaaa,anjing dilooting dong,0.241
doelbetawi7,wah bang murad sudah jadi polisi ya,0.142
bbangdkwvwsidb,"eh yang bilang demo di fasil umum kayak bandara.. itu mah yang ada cuman ini berantakan ekonomi negara, entar yang rugi rakyat kecil lagi lhoh....",0.087
olindeliolinhtbrt,giliran sama cewek saja,0.231
nonamaaniiss,ges demonya sampai malam enggak? gue balik kerja dari kebayoran baru ke matraman plis gue jadi takut,0.193
mentariindah9899,"jangan jangan temannya yang kemarin, yang bertanya ini dari besi? begitu",0.154
wida.ria,"jangan jangan di orang medan, karena tameng polisi terbuat dari besi",0.170
user777174991145760,kira-kira itu di kumpul dapat berapa kg ya,0.240
zkrnfla,he pegang-pegang,0.348
muhammad.risal41,polisi jangan lah kau lindungi pejabat kalo enggak mau di salahkan,0.162
vyqell2,oh berarti yang kemarin bertanya polisi itu tameng terbuat dari apa komplotan kakak ini kayak nya yang bagi tugas satu bertanya bahanya yang satu lagi eksekusi barang menyala kak,0.101
likalikdar24,pintar mbak nya,0.212
lingl1ng.28,ide bagus buat melindungi diri kalo rusuh,0.202
riska.nia.ashari,itu knapa si???kok pada ketawa ktiwi...,0.222
user7798158805909,"nyariin suami kali itu,suruh pulang saja dari pada halangi orang demo,mending di rumah saja yuk baaang begitu ....kali ya",0.129
matchacruchy,wkwk seriusan ini dia mengapai ih,0.164
qillrampax,yang ojol ditabrak pakai mobil bagaimana itu,0.215
milkispink2,orang medan kakak itu pasti,0.220
jlzz_7,kakaknya orang medan kah,0.216
busibekas15,weh kok presiden enggak ada di sangkutin ya kenapa ya kok media diam dan presiden anteng2 saja apa bubar dpr tni masuk legislatif ? super power insitusi kah ?,0.116
hii.geemiinii,hahahahaha lucuk,0.046
lnggaaja,lumayan lah itu,0.240
raditk59,halo dek mau sama abdi negara,0.274
zigzzgirlls,hahahahahaah,0.000
ttokocheat,maju terus rakyat indonesia demi revolusi,0.268
pyplaffyy,kalo soal cewek cepat banget,0.159
rioadbrian,bravo polri,0.401
and180823,katanya pengin foto pakai tameng ges,0.168
santrijalan.ts.1991,ingat intel enggak semua laki-laki,0.232
ca.okt_,#stop byr pajak serentak,0.117
nr.hlmhh_,mengikuti kata hati nih,0.347
ladyfinger19,"ambil kak , belinya pakai uang kita itu",0.228
gara6037,tebak dia lihat apa???,0.117
rode.angelita,"notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!!!!!!",0.417
angkasa99_udara,kok kuat,0.175
coshedumb,"alihkan demo di tempat strategis seperti bandara, pelabuhan, dan lain-lain agar ekonomi lumpuh dan suara kita bisa didengar ‼‼‼untuk apa demo di dpr? mereka tidak peduli! kita enggak lagi bicara undang-undang, tapi pembubaran mereka dan reformasi total! suara rakyat hanya akan didengar jika kita mengguncang pusat kekuatan ekonomi",0.395
merlinyunitaselly,lagi mengomongkan apa sih,0.268
fresdiktars,"mau di apai itu tameng,mau menahan angin apa bagaimana",0.195
jani1806_,ini lagi diskusi kah ?,0.125
useraurt,ramein tiktoknya kak salsa erwina ya guys.. cuma suara dia yang memungkinkan untuk mendapatkan dukungan internasional,0.393
suryanti.syamsul,demo rasa ngerumpi,0.266
al32533,kenapa ya polisi enggak nolak di bentrokin sama rakyat ya coba saja nolak biar langsung dpr yang bentrok padahal yang gajih polisi rakyat,0.114
anak.pertama8547,malah di ajak ngibah,0.226
chelsesykla,habis nngis,0.188
zidan_.2,itu tameng besi loh medan magnet kemana nih enggak mau kah?,0.141
chikencho,:kenapa diambil? :mau saya kilo ini pak lumayan uang jajan,0.164
childaazizah,jir di tenteng,0.185
rachellmonicasekar,mengikuti kata otak,0.401
eka180328,ada ambarita kah disitu?....,0.242
mplinnnn,capek demo lihat postingan ini :,0.213
pinaforger,nah ini baru polisi enggak klemer2 kayak video sebelah,0.225
user5505700565635,polisinya juga seusia yang demo itu..,0.166
kareenn489,lah lagi mengobrol sama besti kayak nya,0.162
babygirls__72,oh pantas semalem pas lagi rusuh2nya pas sebelum turun hujan besar para brimob mundur dengan sendirinya membubarkan barisan ternyata habis lindes ojol,0.107
cannssxml.n31,"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana.",0.417
lenitaristiyana,dengar jeritan ojol yang di lindadad menyesak banget,0.207
sorea147,lagi pada nawar menawar bukan sih,0.193
_ariees_s,apaan pakai tameng pakai pelindung kalah sama ibu-ibu yang cuman pegang bendera doang,0.167
butterfly_shark_baby,fiks orang medan,0.256
yuan_di08,lumayan nih lottingan level 3,0.327
bro.nsweet,mbaknya: ya panik panik panik panik,0.384
dearme616,mereka lagi ghibah enggak sih,0.217
ny.hermanto89,jika polisi luluh pada wanita...untuk semua wanita indonesia hayo kita semua turun ke lapangan biar para wanita yang demo yang laki-laki gantian istrht saja kasihan demo berhari hari pasti lelah banget kan,0.174
postsantai,"polici enggak semua nya begitu lah, ada yang baik. cuma karena segelintir orang yang enggak baik itu, citra nya jadi amburadul",0.132
user25240324_,menggatal kali kalo ada cewek,0.201
viooxxz,halo dek,0.400
nanakaaaaaaaaaaaaa,"ngapa ambil tameng polisi kak?, buat main perahu-perahuan di kali ya kak",0.167
user678123157969,diam ditindas!! bersuara dilindas!! sakit!!!! dimana sila ke lima.,0.402
nyyy2407,ikut demo tapi bawa keluarga yang tni sama polisi,0.155
d4yfee,bahas apaan sih? seru banget kayanya,0.183
ahmad.dailami.off,allah kasih cuaca yang adem dua hari ini.. cuaca yang menyejukkan untuk para pejuang yang menyampaikan segala bentuk aspirasinya.. allah bersama kalian para pejuang rakyat indonesia,0.164
wilsnotfnays,curiga orang medan,0.256
rezaaoktafia,buat dijual katanya ge,0.158
lathipe07,ngambil tameng buat ngelindungin diri dari goreng ikan ya kak,0.171
user8783100659819,"guys :demo di depan gerbang wakil rakyat itu hanya simbolis. di jerman pernah ada demo di bandara. ketika bandara lumpuh, demo sehari saja langsung didengarkan. karena kaitannya sama kepentingan internasional. pasti dapat tekanan kalau ratusan maskapai asing tidak bisa terbang maupun landing. pelabuhan, bandara, jalur perdagangan utama lain itu vital..... lah kalau demo di jalur lambat ya cuma jadi tontonan. kecuali demo di lokasi tidak strategis itu tambah besar dan tak henti henti. ini juga bisa berdampak. cuma sekuat apa dan sebanyak apa orang yang mau berdemo di jalur lambat non strategis?",0.417
markleehaechan8,pov mengikuti kata hati,0.347
uchihashiusiu1,gue salah fokus sama hp yang ngerekam itu jir,0.239
dhe2126,ada yang sama enggak dpet notif dari gojek atas meninggalnya salah 1 driver,0.162
