clean_text,classification
ini benaran indonesi kita hncur?,NON_BUZZER
tol nya lautan asap,NON_BUZZER
bandung nya masih aesthetic pls aseli,NON_BUZZER
"aku cuman bocah ingusan mau mengasih pendapat, bukannya fasilitas umum itu dari pajak rakyat? terus kenapa di bakar² ujung-ujungnya rakyat bayar pajak lagi buat bangun tempat yang sudah di bakar. tau sih bentuk protes, tapi dengan cara begitu mah sudah salah. bisa membuat pencemaran udara juga, kalo semisalnya tempat yang di bakar tuh merambat ke rumah warga bagaimana? siapa yang mau di salahkan? pemerintah?",NON_BUZZER
"tapi kasihan bumi pls, semakin banyak asep...",NON_BUZZER
"guys tolong bantu share, kalau ada yang kehilangan motor nmax sama motor scoopy pas demo dibandung tanggal 30 cari di daerah ponogoro atau gmpas tempat namanya "" bistro giur"" ya",NON_BUZZER
"tapi ksian juga loh yang enggak bersalah juga kena dan orang"" yang tempat tinggal nya dekat situ juga kena mereka setelah ini kemana? demo seperti bunuh membunuh, mirisnya masih di bulan merdeka.",NON_BUZZER
kenapa fasilitas umum di bakarin begini?,NON_BUZZER
plis udaah udah nenek aku sampai mondar mandir kasihan kasihan semua yang enggak salah percum percuma malah makin banyak kejadian,NON_BUZZER
"guys stop demo, kita banyak ngerugiin tau mulai dari bakar bakaran tau enggak di belakang gedung dpr pastinya ada rumah rakyat nasib mereka bagaimana pastinya rumah mereka ke ikut kebakar jadi sekarang kita mulai berpikir ya bagaimana nasib selanjutnya, yuk mulai berpikir yuk jangan sampai negara kita hancur ya",NON_BUZZER
semua gara gara dpr,NON_BUZZER
"tanpa kalian sadar di tengah"" pendemo ada yang merhatiin satu"" pelaku penjarahan",NON_BUZZER
"sehat pedamaian:banyak yang menilai masa presiden jokowi tampak tenang, sementara di masa presiden prabowo justru banyak persoalan muncul. sebenarnya, ini bukan soal tenang atau kacau. bedanya, dulu banyak hal ditutup rapat, sedangkan sekarang lebih banyak kebenaran dibuka ke publik. terbukanya masalah bukanlah tanda kehancuran, justru ini kesempatan emas untuk membersihkan sistem dari oknum-oknum yang merugikan bangsa. inilah proses perubahan besar yang sedang berjalan. kita perlu tegas melihat bahwa persoalan tidak bisa langsung ditimpakan pada presiden prabowo. justru beliau memberi ruang agar masalah tidak lagi ditutup-tutupi. mari kita dewasa menyikapi keadaan: tetap tenang, tidak mudah diprovokasi, dan bersama-sama mendukung perbaikan demi indonesia yang lebih adil, bersih, dan sejahtera.",NON_BUZZER
"bang sorry, gue cuma bocah yang enggak begitu jago kalo bicara soal politik, gue cuma mau bertanya kenapa banyak banget fasilitas - fasilitas umum yang dirusak? padahal kan itu yang pakai kebanyakan rakyat, dan kalo fasilitas yang biasa digunakan rakyat itu rusak bukannya juga menyusahkan rakyat itu sendiri? gue cuma mau tanya tentang hal ini bang, maaf banget kalo semisal pertanyaan gue ini malah bikin marah",NON_BUZZER
live tiktok hilang semoga kalian baik baik saja para pejuang,NON_BUZZER
enggak bisa live woy dibungkam banget kita,NON_BUZZER
info tiktok sekarang enggak bisa live!!!,NON_BUZZER
"pak soekarno bangun lah dan lihat semua nya maaf pak, kami tidak bisa menjaga negara mu dengan baik :(",NON_BUZZER
indonesia bubar,NON_BUZZER
rip.indonesia,NON_BUZZER
the real bandung lautan api,NON_BUZZER
aku mendukung demo tapi melihat kota bandung ku sekarang fasilitas nya di rusak sedih banget,NON_BUZZER
yaallah lindungilah negara kami ya allah,NON_BUZZER
"jepit rusak semua fasilitas umum proyek besar-besaran & cuan kita.. kira"" begitulah kata tikus"" di dpr&mpr",NON_BUZZER
you’re al burning your own things and money,NON_BUZZER
"bantu viralin, dapat info dari sodara dekat (polisi) bakal ada penembakan massal (sudah ditugaskan juga malam ini). makanya live tiktok dimatikan. saya enggak tau bakal viral atau tidak ketikan saya ini, tolong up ya. kabarin sodara kalian untuk hati-hati, apalagi listrik bakal dimatiin juga untuk sekitar jaktim,jaksel,jakut. 30/07/25",NON_BUZZER
"sedih sih,yang lebih sedih itu yang ambil jarah dari toko,kalian sadar enggak sih mereka juga rakyat masa iya kalian sesama rakyat jarah barang",NON_BUZZER
"yang di cari cuman dpr nya apa susahnya tinggal menjumpai rakyat nya, bukan malah tidak sama sekali turun. dan untuk polisi"" juga harusnya bersama rakyatnya ikut dalam serta membela rakyat bukan mengalangi rakyat",NON_BUZZER
menyala juga makassar,NON_BUZZER
please jangan rusak fasilitas. karena kita rakyat sendiri yang bakalan repot guys. kalo kena kabel listrik bahaya..,NON_BUZZER
"notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana.",BUZZER
"kadang mau menangis melihat orang-orang yang gampang banget buat ngerusakin fasilitas umum tanpa memikirkan akibat lainnya, kenapa banyak orang yang mau saja di provok untuk jadi anarkis, kita memang harus bersuara tapi jangan malah merugikan orang yang sebenarnya enggak bersalah termasuk merusak fasilitas umum. kalau fasilitas umum dirusak itu dampak nya banyak, enggak cuman bangunannya doang yang rusak",NON_BUZZER
"kalian sadar tidak? kode keras dari pak prabowo. 1 pak prabowo tidak melarang kalo kita mengibarkan bendera one piece 2 sengaja bikin berita gaji dpr naik untuk memancing amarah kita buat demo 3 dan menurutku itu sudah taktik yang pintar dari pak prabowo sebab dia paham tidak tidak berhak membubarkan dpr dan itu bukan ranah dia, yang berhak itu kita sebagai rakyat sebab sesuai dengan kepanjangannya dewan perwakilan rakyat jadi yang berhak melengserkan itu rakyat. gas kita bubarkan, prabowo belajar dari kisah pak gus dur yang ingin hapus dpr namun dia yang di lengserkan. (kalo mau ada perubahan kita harus peka) ayo guys kita punya hak untuk membubarkan dpr",NON_BUZZER
estetik kali asap nya keren betul,NON_BUZZER
"bakaran kayak begini ngefek ke beton di jembatan pasupati nya tau, kalau terlalu lama bisa buat sih lapisan beton nya rusak terus berdampak ke kabel bajanya juga",NON_BUZZER
yang demo tolong menjaga jangan sampai ada oknum menjarah rakyat. itu penghianatan,NON_BUZZER
kenapa fasilita umum dibakar? rakyat tambah miskin loh bukan malah tambah kayak,NON_BUZZER
"yang bikin kerusakan di solo deh pada ditangkep, dan ternyata orang² luar solo dan bocil² demen tawuran begitu modelannya",NON_BUZZER
estetik banget asap nya,NON_BUZZER
"fasilitas umu usahakan jangan di bakar, kalo di bakar kedepannya kita juga yang susah mau ngapa-mengapai kan tujuan demo mau ke kantor dpr bukan untuk merusak fasilitas umum, karena fasilitas umum kan perannya banyak dan memper mudah, stop bakar atau rusak fasilitas umum",NON_BUZZER
kapan dan dimana?,NON_BUZZER
"negara kita sudah miskin guys, jangan buat tambah miskin lagi",NON_BUZZER
"kukira membaca sejarah lautan api hanya waktu dibangku sampai, ternyata sekarang setelah menjadi seorang istri, langsung menyaksikan bandung lautan api kedua",NON_BUZZER
hati-hati yang sedang demo di polres kemayoran,NON_BUZZER
list rumah yang sudah di jarah dong kawan2,NON_BUZZER
medan bagi bagi beras guys ojol medan terkutuk,NON_BUZZER
belah mana ini,NON_BUZZER
lekas sembuh negaraku...,NON_BUZZER
pantesan hujan ternyata serpihan asap dari gedung dpr menembus langit lagian sih suruh siapa menyakiti rakyat ras terkuat dibumi,NON_BUZZER
dpr lihat kayak begini merasa bersalah enggak ya? mereka sedih enggak ya melihat rakyat kayak begini:(( kenapa ya mereka se enggak punya hati itu padahal mereka juga warga indonesia tapi benar benar se gapeduli itu sama warga indonesia:(( sedih banget punya pemimpin yang kayak begini:((,NON_BUZZER
sila ke 5 telah di lupakan ya bang,NON_BUZZER
ya allah,NON_BUZZER
streaaak nya kak,NON_BUZZER
lekas membaik garuda ku,NON_BUZZER
"saiki streak e ws ra ng tiktok, tapi di pindah ng gedung dpr",NON_BUZZER
lihat lah para leluhur begini lah sekarang nasib bangsa yang dulu kalian perjuangkan hingga titik darah penghabisan,NON_BUZZER
enggak usah pulih anjir begini saja seru,NON_BUZZER
lagu halo halo bandung jadi kenyataan lagi..,NON_BUZZER
stop demo karena fomo,NON_BUZZER
stay safe guys yang demo hrap sati' soalny akan diratain sama polisi cmiiw,NON_BUZZER
rip akal sehat,NON_BUZZER
"ekonomi lagi turun, enggak ada orang yang mau buang"" bensin buat bakar"" hal yang enggak jelas, dan enggak ada juga orgil yang mau bawa"" bensin sebanyakn itu",NON_BUZZER
captionnya jadi teringat lagu halo halo bandung soalnya kan liriknya lautan api mari bung rebut kembali,NON_BUZZER
ini semua gara' dpr,NON_BUZZER
kepikiran sama hewan liar yang biasa disana tiba tiba kebakar begitu bagaimana ya.. semoga pada selamat,NON_BUZZER
indonesia tidak akan merdeka sampai 2026,NON_BUZZER
"tolong stop bakar bakar fasilitas umum , jangan ada penjarahan, sama saja kalian menyengsarakan sesama rakyat, tujuan demo kan ke gedung dpr dan meminta keadilan untuk almarhum ojol, kenapa jadi kemana mana begini ya? sedih banget kasihan juga sama yang kerja dan anak rantau disana yang mengandalkan transportasi umum untuk menghemat kebutuhannya, astagfirullah!!! fokus gaes jangan terprovokasi!!",NON_BUZZER
kok aku nangisyh lihat negara kita,NON_BUZZER
sejauh ini ini yang paling aesthetic,NON_BUZZER
"semoga negara indonesia cepat pulih,amin……",NON_BUZZER
bhinneka tinggal sendiri,NON_BUZZER
dah berani nge-copy ai ya apinya,NON_BUZZER
"halo kak. boleh enggak nitip sesuatu, nanti pas demo tolong infokan kalo kena gais air mata cuci muka pakai air yang dicampur garem non yodium atau susu atau air mengalir. jangan pakai odol nanti tambah iritasi mata mereka. sama kalo keisep pakai kain basah tutup mulutnya. soalnya lihat teman teman yang demo pada sesek. semuanya yang mau bantu share info ini biar pada save. semangat yang demo.",NON_BUZZER
ril lautan api,NON_BUZZER
lautan api mah di makassar anjir markasnya hangus tak tersisa,NON_BUZZER
jangan sampai membahayakan dan merugikan rakyat ya. stay safe,NON_BUZZER
sebarin cuy,NON_BUZZER
ibu pertiwi sedang menangis,NON_BUZZER
streak nya sudah banyak ya,NON_BUZZER
"demo boleh, ngerusak fasilitas jangan.",NON_BUZZER
apakah tragedi bandung berapi akan terulang??,NON_BUZZER
"bagi para pendemo, kami mendukung kalian dan sangat berterima kasih karena kalian sudah mewakili suara kita semua tapi mohon demolah yang bijak. fokus utama hanya dpr, mohon jangan merusak fasilitas umum, yang wajib kalian menjarah itu gedung dpr, rumah pejabat, jangan kalian menjarah toko², mobil masyarakat kalian bakar plis gaes jangan jangan ikut² terprovokator plis gaes demo dengan bijak",NON_BUZZER
kak aku ijin ambil vt nya ya,NON_BUZZER
"bandung mengulang sejarahnya ""bandung lautan api """,NON_BUZZER
itu yang di bakar apa,NON_BUZZER
kok kayak di jajah ya,NON_BUZZER
di bandung nya itu,NON_BUZZER
setiap fyp kayak begini aku selalu merinding njr,NON_BUZZER
buku pkn dan sejarah di tahun 2045,NON_BUZZER
bandung pas kebakaran juga tetap estetik,NON_BUZZER
kasihan sama bumi nya,NON_BUZZER
berlebihan,NON_BUZZER
ini benaran kebakar kah apau pemadam kebakaran enggak bantu,NON_BUZZER
waduh kacau abgku lagi di bndg..,NON_BUZZER
cepat sembuh indonesia!,NON_BUZZER
agustus kali ini hancur banget yh,NON_BUZZER
kim jong-un plis ke indonesia.. pimpin indonesia seminggu saja,NON_BUZZER
hasep nya aesthetic,NON_BUZZER
uda kaya los angeles anjr,NON_BUZZER
the real bandung lautan api,NON_BUZZER
eta kade ey asal tong pasteur lembur aing soal nya,NON_BUZZER
cepat pulih indonesiaku,NON_BUZZER
"notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!!",BUZZER
agustus tahun ini hancur banget,NON_BUZZER
"live tiktok dimatiin guys, kalian yang memilih 02 benaran di ungu memilih diktator ''",NON_BUZZER
bandung jadi lautan api lagi,NON_BUZZER
"tolong notice ini‼jangan jadikan pelabuhan, bandara, stasiun, dan rumah sakit jadi sasaran demo!!!! objek-objek vital ini kalau rusak bikin ekonomi kita ambruk, jadi masyarakat cerdas untuk enggak terprovokasi buat demo ke objek-objek vital ini! yang susah pada akhirnya kita lagi kita lagi! tetap waras dan fokus ke tujuan awal demo! jangan terprovokasi dan jangan mau ditunggangi!!! jangan rusak fasilitas fasilitas rakyat, toko, mal, stasiun jangan dirusuh, ingat, kita kerja cari uang disana.",BUZZER
"kalian sadar tidak? kode keras dari pak prabowo. 1 pak prabowo tidak melarang kalo kita mengibarkan bendera one piece 2 sengaja bikin berita gaji dpr naik untuk memancing amarah kita buat demo tapi kita belum bergerak sampai sekarang 3 dan menurutku itu sudah taktik yang pintar dari pak prabowo sebab dia paham tidak tidak berhak membubarkan dpr dan itu bukan ranah dia, yang berhak itu kita sebagai rakyat sebab sesuai dengan kepanjangannya dewan perwakilan rakyat jadi yang berhak melengserkan itu rakyat. gas kita bubarkan, prabowo belajar dari kisah pak gus dur yang ingin hapus dpr namun dia yang di lengserkan. (kalo mau ada perubahan kita harus peka)",NON_BUZZER
inikah indonesia yang mau dibanding sama malaysia?,NON_BUZZER
"kak. boleh enggak nitip sesuatu, nanti pas demo tolong infokan kalo kena gas air mata cuci muka pakai air yang dicampur garem non yodium atau susu atau air mengalir. jangan pakai odol nanti tambah iritasi mata mereka. sama kalau ke hisap pakai kain basah tutup mulutnya. soalnya, lihat teman teman yang demo pada sesak. bagi yang perempuan, tolong bantu share info ini biar pada safe. semangat guys yang demo.",NON_BUZZER
asap nya aesthetic,NON_BUZZER
naik kan harga diri kalian tapi jangn naikan pajak nya,NON_BUZZER
sumedang otw bang,NON_BUZZER
baca gais,NON_BUZZER
"sejarah agustus ada 2: - agustus 1945 ""kemerdekaan"" - agustus 2025 ""seorang rakyat yang di lindas""",NON_BUZZER
hilang: ghassan azka mahasiswa psiko ui 2025 masih belum ditemukan‼,NON_BUZZER
memang eta jembatan pasopati nya moal kaduruk oge??,NON_BUZZER
apa bandung bakal jadi lautan api lagi?,NON_BUZZER
yaallah bandung kotaku,NON_BUZZER
"r:guys plis pulang sekarang!! dapat info dari sodara dekat (polisi) bakal ada penembakan massal (sudah ditugaskan juga malam ini). makanya live tiktok dimatikan. saya enggak tau bakal viral atau tidak ketikan saya ini, tolong up ya. kabarin sodara kalian untuk hati-hati, apalagi listrik bakal dimatiin juga untuk sekitar jaktim,jaksel,jakut.31/08/25",BUZZER
bandung lautan api,NON_BUZZER
sedih banget lihat indonesia sekarang,NON_BUZZER
"sahroni, eko patrio, uya kuya, nafa urbach pasti enggak akan ngira rakyat bisa sejauh ini ya? ayo eko uya masih mau pada joget enggak?",NON_BUZZER
pengin pindah kewarganegaraan:),NON_BUZZER
kenapa lah sampai bakar2 padahal bangunya lama kasihan tukangnya.. pengin jadi sejarah tapi drusak,NON_BUZZER
"and here i thought we would shining like gold. our great garuda shining as bright as stars, but itu seems those star have extinguished, ini the sea of fire that anger and hatred had engulfed itu ini. we al watch as the home that we al know, crumbles down like raging waves, filled with nothing but mother natures wrath. i’sama sok sorry itu had tapi be this way. mau a new light guide our islands",NON_BUZZER
bandung lautan api part 2,NON_BUZZER
negara ku ayo bangkit...,NON_BUZZER
jangan rusak fasilitas umum!!!,NON_BUZZER
semoga indonesia cepat membaik,NON_BUZZER
rakyat marah pun mereka malah asyik ke luar negeri,NON_BUZZER
begini saja bandung masih aesthetic,NON_BUZZER
bandung kebakaran saja aesthetic,NON_BUZZER
"logika nya mungkin begini, buat yang bilang pas masa masa jokowi aman aman saja, terus masa pak prabowo malah begini, kayaknya tuh memang karena masa masa jokowi semuanya di lindungin, di tutup menutupi, sekarang masa prabowo banyak yang terbongkar, ini bukan kehancuran, tapi awal dari revolusi yang sebenarnya, ini jadi kesempatan besar buat rakyat untuk bersatu ubah sistem yang bermasalah di negara ini, bukan pak prabowo yang salah, tapi pejabat nya yang enggak benar, sekarang sudah banyak yang terbongkar, semoga saja kedepannya lebih baik, dpr bubar rakyat sejahtera, jangan teradu domba teman teman",NON_BUZZER
itu apa yang dibakar,NON_BUZZER
tolong dong yang demo jangan ngerusak fasilitas umum,NON_BUZZER
"plis pulang sekarang!! dapat info dari sodara dekat (polisi) bakal ada penembakan massal (sudah ditugaskan juga malam ini). makanya live tiktok dimatikan. saya enggak tau bakal viral atau tidak ketikan saya ini, tolong up ya. kabarin sodara kalian untuk hati-hati, apalagi listrik bakal dimatiin juga untuk sekitar jaktim,jaksel,jakut. 30/07/25",NON_BUZZER
